Record ID	Creator of the record ID 	Creator of the record	Checked	Corpus name	Corpus ID number	Corpus ID numeric	SEG number	Location > ID 	Location >	Geolocation	Position certainty	Geography notes	Reuse	Archaeological context	Mound	Material category	Stone	Origin of stone	Object category	Preservation	Decoration	Relief decoration	Architectural relief	Figural relief	Decoration notes	Visual record availability	Start Year	End Year	Relative Date	Century	Dialect	Latin	Language form	Script	Layout	Document typology	Public documents	Private documents	Document typology notes	Extent of lines	Administrative keywords ID 	Administrative keywords	Formulaic keywords ID 	Formulaic keywords	Honorific keywords ID 	Honorific keywords	Religious keywords ID 	Religious keywords	Epithet > ID 	Epithet >	Collective group names ID 	Collective group names	Geographic names ID 	Geographic names	Imperial titulature	Currency	Person > ID 	Person >	Visual documentation
2492	2	Janouchova, Petra	Yes	I Aeg Thrace	103	10103		3776	Xanthi - Xantheia - Topeiros	p POINT(24.8847198 41.127696)	3 Region		Yes	Secondary	No	Stone	Marble		Stele	2 Slightly damaged	1 Relief	1 Architectural / Ornamental	Naiskos|Crown|Floral motive			Yes	100	199	Roman	2		No	Prose		Irregular	Private		Funerary		5		1930|1919	Parodita,Parodeita|Chaire				2297	Abderites		No	No	4077	Demosthenes, child of [?]los, partner of, Abderites, grandchild of						
3358	2	Janouchova, Petra	Yes	I Aeg Thrace	438	10438		3816	Loutra - Traianoupolis - Traianoupolis	p POINT(26.031332 40.8634525)	3 Region		Yes	Secondary	No	Stone	Other >	poros	Architectural feature	2 Slightly damaged	1 Relief	1 Architectural / Ornamental	Base			Yes	100	199	Roman	2		No	Prose		Irregular	Private		Funerary		9		1919|1930|7974	Chaire|Parodita,Parodeita|Tymbos						No	No	4760|4761	Diogeneia, child of Bachios, partner of Ioulianos, grandchild of|Ioulianos, child of, partner of Diogeneia, grandchild of							
3617	1792	Ctibor, Jan	Yes	IG Bulg 1(2)	186 ter	20186.3		3846	Varna - Odessos - Odessos	p POINT(27.9039001 43.2059891)	3 Region	Mirchev, BSA Varna 12, 1961, 10, Found in a Late Roman necropolis in marketplace, found in 1959-60, reused in the entrance to early Christian grave, inscription dated to 2nd-3rd c. AD	Yes	Secondary	Yes	Stone	Marble		Stele	3 Heavily damaged	1 Relief	2 Figural		Funerary scene/Symposion		Yes	100	299	Roman	2|3		No	Prose		Irregular	Private		Funerary		4		1920	Chairete		1862|1897	archiereus|Theos megalos				No	No	5421	Parthenia, child of Apellas, partner of, grandchild of						
3755	1792	Ctibor, Jan	Yes	IG Bulg 1(2)	228 bis	20228.2		3846	Varna - Odessos - Odessos	p POINT(27.9183626 43.2002645)	2 Vicinity	Mirchev, BMN Varna 4, 1968, 173, Found in a later Roman necropolis in a marketplace. Now in the Roman baths (Rimskata kula), inscription dated to 1/2 of 3rd c.AD	No	Funerary	Yes	Stone	Marble		Stele	1 Intact	1 Relief	1 Architectural / Ornamental	Crown|Floral motive|Naiskos			Yes	100	299	Roman	2|3		No	Verse	Roman style	Irregular	Private		Funerary		13		1921|1919	Charin|Chaire					2123	Tyras	No	No	4961|4962|4963|4964	Aurelia, Abrinia, Tyrane, child of Fordigalos, partner of Pistos, grandchild of|Aurelios, Pistos, child of, partner of, grandchild of|Aurelios, Fordigalos, child of, partner of Madini, grandchild of|Madini, child of Artemidoros, partner of, grandchild of						
5996	1792|1793	Ctibor, Jan|Kobierska, Marketa	Yes	IG Bulg 1(2)	271|5078 bis	20271		5994	Evksinograd - - Odessos	p POINT(27.9784012 43.2246922)	2 Vicinity		No	N/A	No	Stone	Marble		Stele	1 Intact	1 Relief	2 Figural		Funerary scene/Symposion		Yes	100	200	Roman	2		No	Prose		Irregular	Private		Dedicatory		1		1919	Chaire						No	No	5998	Herakon, child of Beityrigos, partner of, grandchild of							
12386	1792	Ctibor, Jan	Yes	Perinthos-Herakleia	100	80100		11896	Marmara Ereğlisi - Perinthos (Herakleia) - Perinthos (Herakleia)	p POINT(27.9548836 40.9752973)	1 Certain	500m N of the city walls, found during the construction of the new post office	No	N/A	No	Stone	Marble		Other	9 Undeterminable	1 Relief	1 Architectural / Ornamental	Floral motive		Sarcophagus	No	100	200	Roman	2		No	Prose	Roman style	Irregular	Private		Funerary		10		1919|1930	Chaire|Parodita,Parodeita						No	No	12419|12420|12422	Markellos, child of Markos, partner of Afrodeite, grandchild of|Afrodeite, child of Apollonios, partner of Markellos, grandchild of|Roufeina, child of Prokla, partner of, grandchild of							
12495	1792	Ctibor, Jan	Yes	Perinthos-Herakleia	129	80129		11896	Marmara Ereğlisi - Perinthos (Herakleia) - Perinthos (Herakleia)	p POINT(27.9588318 40.9675855)	2 Vicinity		No	N/A	No	Stone	Marble		Stele	3 Heavily damaged	4 N/A					Yes	100	200	Roman	2		No	Prose		Irregular	Private		Funerary		2		1919|1930	Chaire|Parodita,Parodeita						No	No	12500	Loukios, Agidios, Rhoufos (Roufos), child of, partner of, grandchild of							
12541	1792	Ctibor, Jan	Yes	Perinthos-Herakleia	142	80142		11896	Marmara Ereğlisi - Perinthos (Herakleia) - Perinthos (Herakleia)	p POINT(27.9591751 40.967067)	2 Vicinity		No	N/A	No	Stone	Marble		Stele	8 Lost	1 Relief	1 Architectural / Ornamental	Naiskos|Other > notes		In the relief: shield, spear, arrow...	No	100	200	Roman	2		No	Prose		Irregular	Private		Funerary		8		1919|1930	Chaire|Parodita,Parodeita		2697	Helios				No	No	5026|12469	Maximos, child of, partner of, grandchild of|Onesimos, child of, partner of, grandchild of						
12845	1792	Ctibor, Jan	Yes	Perinthos-Herakleia	216	80216		11896	Marmara Ereğlisi - Perinthos (Herakleia) - Perinthos (Herakleia)	p POINT(27.9597759 40.9672614)	2 Vicinity		No	N/A	No	Stone	Marble		Stele	9 Undeterminable	1 Relief	2 Figural		Funerary portrait		No	100	200	Roman	2		No	Verse		Irregular	Private		Funerary		6		1930|1919	Parodita,Parodeita|Chaire		1884	Moirai				No	No	12863	Nerbeila (Nervilla), child of Dometiane, partner of, grandchild of						
14765	2	Janouchova, Petra	Yes	IK Byzantion	246	95246		14192	Istanbul - Byzantion - Byzantion	p POINT(28.9712048 41.009115)	2 Vicinity	Çemberlitaş	No	N/A	No	Stone	Marble		Stele	9 Undeterminable	1 Relief	2 Figural				No	100	199	Roman	2		No	Prose		Irregular	Private		Funerary		3		1919	Chaire						No	No	15235	Herakleon, child of Herakleon, partner of, grandchild of							
14881	2	Janouchova, Petra	Yes	IK Byzantion	360	95360		14192	Istanbul - Byzantion - Byzantion	p POINT(28.9661407 41.0085321)	4 Uncertain	found maybe in Yalova	No	N/A	No	Stone	Marble		Stele	9 Undeterminable	1 Relief	1 Architectural / Ornamental|2 Figural			Akroterion	No	100	130	Roman	2		No	Prose		Irregular	Private		Funerary		4		1920	Chairete						No	No	13915|13917	Damas, child of Menios, partner of, grandchild of|Chrysea, child of, partner of Damas, grandchild of							
14887	2	Janouchova, Petra	Yes	IK Byzantion	367	95367		14192	Istanbul - Byzantion - Byzantion	p POINT(28.9671707 41.0059413)	4 Uncertain		No	N/A	No	Stone	Marble		Stele	9 Undeterminable	1 Relief	2 Figural				No	100	199	Roman	2		No	Prose		Irregular	Private		Funerary		2		1919	Chaire						No	No	15490|15492	Meniskos, child of Pausas, partner of, grandchild of|Hymnis, child of Meniskos, partner of, grandchild of							
14594	1792	Ctibor, Jan	Yes	IK Byzantion	S58	96058		14559	Canta - - Salymbria	p POINT(28.0825996 41.0755985)	2 Vicinity		No	N/A	No	Stone	Marble		Stele	9 Undeterminable						No	100	299	Roman	2|3		No	Prose		Irregular	Private		Funerary		3	2663	Bouleutes	1919	Chaire				14978	Anchialeos/oi		No	No	14979	Diogenes, child of Klemes, partner of, grandchild of					
3535	1792|1793	Ctibor, Jan|Kobierska, Marketa	Yes	IG Bulg 1(2)	147 bis|5043	20147.2		3846	Varna - Odessos - Odessos	p POINT(27.903986 43.2061768)	2 Vicinity	"Found in the street called formerly ""9-ti Septemvri"" together with 106 bis, 139 bis, 174 bis, 178 bis, 203 bis. "	No	N/A	No	Stone	Marble		Stele	1 Intact	1 Relief	2 Figural		Standing person	Standing person of an athlete, small person of a boy and vase.	Yes	101	200	Roman	2		No	Prose	Roman style	Irregular	Private		Funerary		2		1919	Chaire						No	No	5757	Chryseros, child of Alexandros, partner of, Byzantios, grandchild of							
3591	1792|1793	Ctibor, Jan|Kobierska, Marketa	Yes	IG Bulg 1(2)	174 bis|5047|5050	20174.2		3846	Varna - Odessos - Odessos	p POINT(27.9051876 43.2060517)	2 Vicinity	"Found in the street called formerly ""of 9th September"" together with 106 bis, 139 bis, 147 bis, 178 bis, 203 bis. "	No	N/A	No	Stone	Marble		Stele	1 Intact	1 Relief	1 Architectural / Ornamental|2 Figural	Naiskos	Funerary scene/Symposion		Yes	101	200	Roman	2		No	Prose	Roman style	Irregular	Private		Funerary		3		1920	Chairete						No	No	5463|5464	Preima, child of Tatarion, partner of Loukios, grandchild of|Loukios, child of Dionysios, partner of, grandchild of							
3598	1792|1793	Ctibor, Jan|Kobierska, Marketa	Yes	IG Bulg 1(2)	177|5051	20177		3846	Varna - Odessos - Odessos	p POINT(27.917735 43.2106889)	2 Vicinity	"Found in the ""Makedonska"" street"	No	N/A	No	Stone	Marble		Stele	1 Intact	1 Relief	2 Figural		Funerary scene/Symposion		Yes	101	200	Roman	2		No	Prose		Irregular	Private		Funerary		3		1920	Chairete						No	No	5453|5454	Xenon, child of Artemidoros, partner of Touta, grandchild of|Touta, child of Soter, partner of, grandchild of							
16110	2	Janouchova, Petra	Yes	Other	SEG 57:610	100286	57:610	6671	Stara Zagora - Augusta Traiana - Augusta Traiana	p POINT(25.6344644 42.4257769)	2 Vicinity	found in 2000; now in the Stara Zagora Museum. Ed.pr. N.Sharankov, Izvestĳa na Starozagorskĳa istoricheski muzej = Bulletin of the Stara Zagora Historical Museum II (Stara Zagora 2007) 206-215 (translation of LL. 1-4; in Bulgarian; summary in English). Cf. A.Avram, BE (2010) no. 402.	No	N/A	No	Stone	Limestone		Stele	9 Undeterminable	4 N/A				Limestone altar, surface badly eroded, broken in two	No	150	150	Roman	2		No	Verse		Irregular	Private		Funerary		16		1919|1912	Chaire|Eis stelen lithinen					2474|2167	Neikaia|Thrake	No	No	16112	Demetrios, child of Fotogenes, partner of, grandchild of						
16501	2	Janouchova, Petra	Yes	Other	SEG 52:708	100378	52:708	7544	Plovdiv - Philippopolis - Philippopolis	p POINT(24.7510815 42.1496281)	3 Region	Syenite molded funerary altar [and not a base, as described by edd.pr., Chaniotis] found re-used in a Late Antique drain in 1984. Edd.pr. N.Sharankov, S.Cherneva-Tilkiyan, art.cit. ( SEG 52 705) 54/55 (ph.). L. Crispinus Epagathos was a freedman of Kappadokian origin, who acquired citizenship in Philippopolis (edd.pr.).	Yes	Secondary	No	Stone	Other >	Syenite	Architectural feature	9 Undeterminable	4 N/A		Altar			No	150	200	Roman	2		No	Prose		Irregular	Private		Funerary	soldier (torneutes), multiple ethnicity	11		1903|1921|1919|1930|3446	Agathe tyche|Charin|Chaire|Parodita,Parodeita|Anestesen				8961|16507	Philippopoleites|Kappadox		No	No	16508	Loukios, Kreispeinos, Epagathos, child of, partner of, Kappadox, grandchild of						
16516	2	Janouchova, Petra	Yes	Other	SEG 51:917	100384	51:917	6671	Stara Zagora - Augusta Traiana - Augusta Traiana	p POINT(25.6234217 42.4259274)	3 Region	Four joining fragments of a limestone stele found re-used in the mosque Eski Dsamija. Ed.pr. D.Nikolov, Archeologiceski i istoriceski izsledvanija v Novozagorsko (Nova Zagora 1999) 156/157 (in Bulgarian; English summary); non vidimus; see M.Sève, An.Ép. (2001) [2004] no. 1745 (French translation); H.Lieb, ibid., observes that the man has a very rare name, usually found in north Italy and in isolated cases in Gallia Narbonnensis and in Salona.	Yes	Secondary	No	Stone	Limestone		Stele	9 Undeterminable	4 N/A					No	160	190	Roman	2		No	Prose		Irregular	Private		Funerary		7		1928|1919|1930	Mnemeion|Chaire|Parodita,Parodeita						No	No	16528	Kouartos, Ambeibios, Rhoufos (Roufos), child of, partner of Sekounda, grandchild of							
6058	1793	Kobierska, Marketa	Yes	IG Bulg 2	659|5218	30659		3870	Nikyup - Nikopolis ad Istrum - Nikopolis ad Istrum	p POINT(25.5895185 43.2450152)	1 Certain	Found in the forum.	No	Commercial	No	Stone	Limestone		Stele	2 Slightly damaged	1 Relief	1 Architectural / Ornamental	Naiskos|Floral motive			Yes	198	198	Roman	2		No	Prose	Roman style	Irregular	Public	Other > notes		Epistula imperatoria	37	2645|3563|2922|1817|1821|2585	Autokrator|Kaisar|Hypatos|Boule|Demos|Presbeutes kai antistrategos	1919|1931	Chaire|Psefizomai		1896|1862	theos|archiereus		5081|2274	Neikopolitai|Barbaroi	2122	Istros	No	No	4936|4943|4948|4950|3894|4916|4917|4753|4937|6059	Markos, Antoneinos, child of, partner of, grandchild of|Germanikos, child of, partner of, grandchild of|Kommodos, child of, partner of, grandchild of|Antoneinos, child of, partner of, grandchild of|Hadrianos, child of, partner of, grandchild of|Traianos, child of, partner of, grandchild of|Neroua, child of, partner of, grandchild of|(emperor Septimius Severus), Loukios, Septimios, Severos (Seueros, Seberos, Seoueros), Pertinax, child of, partner of, grandchild of|Markos, Aurelios, Antoneinos, child of, partner of, grandchild of|Oouinios, Tertyllos, child of, partner of, grandchild of			
16598	2	Janouchova, Petra	Yes	Other	SEG 46:846	100411	46:846	14192	Istanbul - Byzantion - Byzantion	p POINT(28.9783589 41.0082376)	2 Vicinity	M.Cremer, Hellenistisch-römische Grabstelen - - -, 2. Bithynien (cf. SEG 42 1109) 145 Ρ 20. Republished by A.Łajtar, EA 26 (1996) 103/104, who reads the text as follows:	No	N/A	No	Stone			Stele	9 Undeterminable	4 N/A					No	200	220	Roman	3		No	Prose		Irregular	Private		Funerary		1		1919	Chaire						No	No	16600	Ammion, child of Diogenes, partner of, grandchild of							
2493	2	Janouchova, Petra	Yes	I Aeg Thrace	104	10104		3776	Xanthi - Xantheia - Topeiros	p POINT(24.8843765 41.1283102)	2 Vicinity		No	N/A	No	Stone	Marble		Stele	3 Heavily damaged	1 Relief	2 Figural		Funerary scene/Symposion|Horse   rider		Yes	200	299	Roman	3		No	Prose		Irregular	Private		Funerary		6		1919|1930	Chaire|Parodita,Parodeita						No	No	4078|4080	Aulouzenis, child of Diasenis, partner of, grandchild of|Taroula, child of, partner of Aulouzenis, grandchild of							
12817	1792	Ctibor, Jan	Yes	Perinthos-Herakleia	194	80194		11896	Marmara Ereğlisi - Perinthos (Herakleia) - Perinthos (Herakleia)	p POINT(27.9596901 40.9673263)	2 Vicinity		No	N/A	No	Stone	Marble		Stele	3 Heavily damaged	4 N/A					Yes	200	300	Roman	3		No	Prose		Irregular	Private		Funerary		11		4879|1933|1920|1930	Etheke|Stele|Chairete|Parodita,Parodeita						No	Yes									
12474	1792	Ctibor, Jan	Yes	Perinthos-Herakleia	125	80125		11896	Marmara Ereğlisi - Perinthos (Herakleia) - Perinthos (Herakleia)	p POINT(27.9596043 40.9672614)	2 Vicinity		No	N/A	No	Stone			Architectural feature	9 Undeterminable	4 N/A				Probably a funereal altar	No	212	499	Roman	3|4|5		No	Prose	Roman style	Irregular	Private		Funerary		12	12353|1846	Tameion|Polis	1924|1919|1930	Kateskeuasen|Chaire|Parodita,Parodeita		1868	bomos				No	Yes	12486|12488	Aurelia, Asklepiodote, child of, partner of Aurelios, grandchild of|Aurelios, Epitynchanos, child of, partner of Aurelia, grandchild of					
12496	1792	Ctibor, Jan	Yes	Perinthos-Herakleia	130	80130		11896	Marmara Ereğlisi - Perinthos (Herakleia) - Perinthos (Herakleia)	p POINT(27.9588318 40.9675855)	2 Vicinity		No	N/A	No	Stone	Marble		Stele	1 Intact	4 N/A					Yes	212	499	Roman	3|4|5		No	Prose	Roman style	Irregular	Private		Funerary		10	1827|1846|7876	Fyle|Polis|Kleronomos	1924|1919|1930	Kateskeuasen|Chaire|Parodita,Parodeita						No	Yes	12502|12505	Aurelios, Eraseinos, child of Eraseinos, partner of Klaudia, Perinthioi, grandchild of|Klaudia, Tiberia, Sostrata, child of Sostratos, partner of Eraseinos, grandchild of						
12497	1792	Ctibor, Jan	Yes	Perinthos-Herakleia	131	80131		11896	Marmara Ereğlisi - Perinthos (Herakleia) - Perinthos (Herakleia)	p POINT(27.9588318 40.9675855)	2 Vicinity		No	N/A	No	Stone	Marble		Architectural feature	9 Undeterminable	4 N/A				column	Yes	212	499	Roman	3|4|5		No	Prose	Roman style	Irregular	Private		Funerary		13	1846	Polis	1924|1919|1930	Kateskeuasen|Chaire|Parodita,Parodeita						No	Yes	12507|12509	Aurelios, Eutyches, child of Synforos, partner of Aurelia, Perinthioi, grandchild of|Aurelia, Zosime, child of, partner of Eutyches, grandchild of						
12570	1792	Ctibor, Jan	Yes	Perinthos-Herakleia	156	80156		11896	Marmara Ereğlisi - Perinthos (Herakleia) - Perinthos (Herakleia)	p POINT(27.9606342 40.9674559)	2 Vicinity		No	N/A	No	Stone	Marble		Stele	1 Intact	1 Relief	1 Architectural / Ornamental	Naiskos			Yes	212	499	Roman	3|4|5		No	Prose	Roman style	Irregular	Private		Funerary		12	1827|1846	Fyle|Polis	4879|1933|1919|1930	Etheke|Stele|Chaire|Parodita,Parodeita						No	Yes	12596|12598|12599	Aurelios, Chrysogonos, child of, partner of Dionysios, Perinthioi, grandchild of|Aurelios, Dionysios, child of, partner of Chrysous, grandchild of|Aurelia, Chrysous, child of, partner of Dionysios, grandchild of						
12572	1792	Ctibor, Jan	Yes	Perinthos-Herakleia	158	80158		11896	Marmara Ereğlisi - Perinthos (Herakleia) - Perinthos (Herakleia)	p POINT(27.9606342 40.9674559)	2 Vicinity		No	N/A	No	Stone	Marble		Stele	9 Undeterminable	1 Relief	1 Architectural / Ornamental|2 Figural	Naiskos	Funerary portrait		No	212	499	Roman	3|4|5		No	Prose	Roman style	Irregular	Private		Funerary		10	1846	Polis	1933|1919|1930	Stele|Chaire|Parodita,Parodeita						No	Yes	12604|12605	Deknia, Koukia, Markiane, child of, partner of Hieron, grandchild of|Aurelios, Hieron, child of, partner of Deknia, grandchild of						
12574	1792	Ctibor, Jan	Yes	Perinthos-Herakleia	160	80160		11896	Marmara Ereğlisi - Perinthos (Herakleia) - Perinthos (Herakleia)	p POINT(27.9606342 40.9674559)	2 Vicinity		No	N/A	No	Stone			Stele	9 Undeterminable	4 N/A					No	212	499	Roman	3|4|5		No	Prose		Irregular	Private		Funerary		10		1920|1930	Chairete|Parodita,Parodeita						No	No	12614|12615	Aurelios, Eioubeinos (Iovinus), child of, partner of Aurelia, grandchild of|Aurelios, child of, partner of Eioubeinos (Iovinus), grandchild of							
12693	1792	Ctibor, Jan	Yes	Perinthos-Herakleia	163	80163		11896	Marmara Ereğlisi - Perinthos (Herakleia) - Perinthos (Herakleia)	p POINT(27.9604197 40.9675531)	2 Vicinity		No	N/A	No	Stone	Marble		Stele	9 Undeterminable	1 Relief	1 Architectural / Ornamental|2 Figural		Standing person	Standing man and woman	No	212	499	Roman	3|4|5		No	Prose		Irregular	Private		Funerary		7	2663|1846	Bouleutes|Polis	1924|1928|1919|1930	Kateskeuasen|Mnemeion|Chaire|Parodita,Parodeita						No	Yes	12694|12696	Aurelios, Markos, child of, partner of Oualeria, Perinthioi, grandchild of|Oualeria, Antonias, child of, partner of Markos, grandchild of						
12698	1792	Ctibor, Jan	Yes	Perinthos-Herakleia	164	80164		11896	Marmara Ereğlisi - Perinthos (Herakleia) - Perinthos (Herakleia)	p POINT(27.9599476 40.9675207)	2 Vicinity		No	N/A	No	Stone			Stele	1 Intact	1 Relief	1 Architectural / Ornamental	Naiskos			No	212	499	Roman	3|4|5		No	Prose	Roman style	Irregular	Private		Funerary		13	1827|1846	Fyle|Polis	1924|1928|1919|1930	Kateskeuasen|Mnemeion|Chaire|Parodita,Parodeita						No	Yes	12705|12706	Aurelios, Menianos, child of Asklepiades, partner of Theodora, Perinthioi, grandchild of|Aurelia, Theodora, child of Sempronios, partner of Menianos, grandchild of						
12704	1792	Ctibor, Jan	Yes	Perinthos-Herakleia	170	80170		11896	Marmara Ereğlisi - Perinthos (Herakleia) - Perinthos (Herakleia)	p POINT(27.9600334 40.9675207)	2 Vicinity		No	N/A	No	Stone	Marble		Stele	9 Undeterminable	1 Relief	2 Figural		Standing person		No	212	499	Roman	3|4|5		No	Prose	Roman style	Irregular	Private		Funerary		6		4879|1933|1927|1921|1920|1930	Etheke|Stele|Mnema,Mneme|Charin|Chairete|Parodita,Parodeita						No	No	12723|12725	Aurelios, Dometianos, child of, partner of, grandchild of|Kyntianos (Quintianus), child of, partner of, grandchild of							
13049	1792	Ctibor, Jan	Yes	Perinthos-Herakleia	309	80309		13061	Uncertain (Turkey) - - Uncertain (Thrace)	p POINT(27.515278 40.977778)	4 Uncertain		No	N/A	No	Stone	Marble		Stele	9 Undeterminable	1 Relief	1 Architectural / Ornamental	Naiskos			No	212	499	Roman	3|4|5		No	Prose		Irregular	Private		Funerary		6		1924|1928|1919|1930	Kateskeuasen|Mnemeion|Chaire|Parodita,Parodeita						No	No	13066|13067|13069	Aurelios, Zoilos, child of, partner of Pise, grandchild of|Aurelia, Pise, child of, partner of Zoilos, grandchild of|Aurelios, Apelinarios, child of Zoilos, partner of, grandchild of							
14902	2	Janouchova, Petra	Yes	IK Byzantion	381	95381		14473	Büyükçekmece - - Byzantion	p POINT(28.5304642 41.0649216)	2 Vicinity		No	N/A	No	Stone			Stele	9 Undeterminable	4 N/A				stele with sarcophagus	No	212	250	Roman	3		No	Prose		Irregular	Private		Funerary		7	1846	Polis	1919|1930|1933	Chaire|Parodita,Parodeita|Stele						No	Yes	15523	Aurelia, Loukia, child of Aurelios, partner of Satyrnilos, grandchild of						
14908	2	Janouchova, Petra	Yes	IK Byzantion	387	95387		14192	Istanbul - Byzantion - Byzantion	p POINT(28.9677715 41.0089207)	3 Region		No	N/A	No	Stone	Marble		Stele	9 Undeterminable	1 Relief	1 Architectural / Ornamental	Other > notes		Sarcophagus	No	250	300	Roman	3		No	Prose		Irregular	Private		Funerary	Christian speaking inscription, sarcophagus  - larnax	11	2635	Xenos	1919|1926	Chaire|Larnax						No	Yes	15531	Chrestos, child of, partner of Satriane, grandchild of						
3414	2	Janouchova, Petra	Yes	I Aeg Thrace	450	10450		3819	Nea Chili	p POINT(25.846917 40.8519185)	2 Vicinity		No	N/A	No	Stone	Other >		Stele	4 Almost destroyed	1 Relief	1 Architectural / Ornamental	Other > notes		lines, frames	Yes	27	284	Roman	-1|1|2|3		No	Undistinguishable		Irregular	Private		Funerary		3		1930|1919	Parodita,Parodeita|Chaire						No	No	4603	Kartouza, child of, partner of, grandchild of							
2350	2	Janouchova, Petra	Yes	I Aeg Thrace	19	10019		3767	Abdera - Abdera - Abdera	p POINT(24.97366 40.93371)	1 Certain	in the field of Stauros Makrys.	No	Habitation	No	Stone	Marble		Other	1 Intact	1 Relief	1 Architectural / Ornamental	Other > notes		cone-like shape	Yes	300	399	Roman	4		No	Prose		Irregular	Private		Dedicatory		4		1919|2351	Chaire|Euchen		1901	Zeus	4036	Hypsistos			No	No	3889	Sabbais, child of, partner of, grandchild of					
11796	1793	Kobierska, Marketa	Yes	IG Bulg 5	5129|5782	75129		11797	Panitsovo - - Mesambria	p POINT(27.6620078 42.8533477)	1 Certain	"Found in ruins of Old Christian basilica ""Gradishteto"""	No	N/A	No	Stone	Marble		Stele	1 Intact	1 Relief	1 Architectural / Ornamental	Architectural moulding			Yes	300	350	Roman	4		No	Prose	Roman style	Irregular	Private		Funerary		33		1903|1933|1927|1921|1920|1930	Agathe tyche|Stele|Mnema,Mneme|Charin|Chairete|Parodita,Parodeita					11798	Markianopolis	No	No	11799|11801|11803|7649|11805	Flabios (Flaouios, Flavios), Zenis, child of, partner of, grandchild of|Aurelia, Martima, child of, partner of, grandchild of|Nominas, child of, partner of, grandchild of|Markianos / Markeianos, child of, partner of, grandchild of|Baleria, child of, partner of, grandchild of						
12732	1792	Ctibor, Jan	Yes	Perinthos-Herakleia	177	80177		11896	Marmara Ereğlisi - Perinthos (Herakleia) - Perinthos (Herakleia)	p POINT(27.9598618 40.9673911)	2 Vicinity		No	N/A	No	Stone	Marble		Stele	9 Undeterminable	4 N/A				Christogram	No	300	400	Roman	4		No	Prose	Roman style	Irregular	Private		Funerary		16	7876	Kleronomos	1924|1920|1930	Kateskeuasen|Chairete|Parodita,Parodeita					2135	Herakleia Pontica	No	Yes	12763|12764	Aurelios, Afrodeisios, child of Eufrosoinos, partner of Dionysia, Hypepenos, grandchild of|Aurelia, Dionysia, child of, partner of Afrodeisios, grandchild of					
12733	1792	Ctibor, Jan	Yes	Perinthos-Herakleia	178	80178		11896	Marmara Ereğlisi - Perinthos (Herakleia) - Perinthos (Herakleia)	p POINT(27.9598618 40.9673911)	2 Vicinity		No	N/A	No	Stone	Marble		Stele	9 Undeterminable	1 Relief	1 Architectural / Ornamental	Geometric motive		christogram	No	300	400	Roman	4		No	Prose		Irregular	Private		Funerary		12	7876	Kleronomos	1924|1920|1930	Kateskeuasen|Chairete|Parodita,Parodeita						No	Yes	12767|12768	Aurelios, Domnos, child of Zotikos, partner of Asklepiodote, Herakleotes, grandchild of|Asklepiodote, child of, partner of Domnos, grandchild of						
12736	1792	Ctibor, Jan	Yes	Perinthos-Herakleia	181	80181		11896	Marmara Ereğlisi - Perinthos (Herakleia) - Perinthos (Herakleia)	p POINT(27.9598618 40.9673911)	2 Vicinity		No	N/A	No	Stone			Stele	9 Undeterminable	1 Relief	1 Architectural / Ornamental	Naiskos		christogram	No	300	500	Roman	4|5		No	Prose		Irregular	Private		Funerary		12	12353	Tameion	1914|1920|1930	Ektisen|Chairete|Parodita,Parodeita						No	Yes	12781	Aurelios, Septimios, Helis, child of, partner of, grandchild of						
12738	1792	Ctibor, Jan	Yes	Perinthos-Herakleia	183	80183		11896	Marmara Ereğlisi - Perinthos (Herakleia) - Perinthos (Herakleia)	p POINT(27.9609776 40.9673911)	2 Vicinity		No	N/A	No	Stone	Marble		Stele	3 Heavily damaged	1 Relief	1 Architectural / Ornamental	Naiskos|Floral motive		christogram	Yes	300	500	Roman	4|5		No	Prose	Roman style	Irregular	Private		Funerary	Christogram	8		1919|1930	Chaire|Parodita,Parodeita						No	Yes	12794	Mokianos, child of Probolios, partner of, grandchild of							
12819	1792	Ctibor, Jan	Yes	Perinthos-Herakleia	196	80196		11896	Marmara Ereğlisi - Perinthos (Herakleia) - Perinthos (Herakleia)	p POINT(27.9596901 40.9673263)	2 Vicinity		No	N/A	No	Stone			Stele	9 Undeterminable	4 N/A					No	300	500	Roman	4|5		No	Prose		Irregular	Private		Funerary		9	7876	Kleronomos	1920|1930	Chairete|Parodita,Parodeita						No	No								
12820	1792	Ctibor, Jan	Yes	Perinthos-Herakleia	197	80197		11896	Marmara Ereğlisi - Perinthos (Herakleia) - Perinthos (Herakleia)	p POINT(27.9596901 40.9673263)	2 Vicinity		No	N/A	No	Stone	Marble		Stele	4 Almost destroyed	1 Relief	1 Architectural / Ornamental	Naiskos			Yes	300	500	Roman	4|5		No	Prose	Roman style	Irregular	Private		Funerary		13		1919|1930	Chaire|Parodita,Parodeita						No	Yes	12833|12834	Agathokleis, child of, partner of, grandchild of|Hermokrates, child of, partner of, grandchild of							
12821	1792	Ctibor, Jan	Yes	Perinthos-Herakleia	198	80198		11896	Marmara Ereğlisi - Perinthos (Herakleia) - Perinthos (Herakleia)	p POINT(27.9596901 40.9673263)	2 Vicinity		No	N/A	No	Stone			Stele	9 Undeterminable	4 N/A					No	300	500	Roman	4|5		No	Prose		Irregular	Private		Funerary		6	12353	Tameion	1920|1930	Chairete|Parodita,Parodeita						No	Yes								
