Record ID,Creator of the record,Checked,Corpus name,Corpus ID number,Corpus ID numeric,SEG number,Location >,Geolocation,Position certainty,Geography notes,Reuse,Archaeological context,Mound,Material category,Stone,Origin of stone,Object category,Preservation,Decoration,Relief decoration,Architectural relief,Figural relief,Decoration notes,Visual record availability,Start Year,End Year,Relative Date,Century,Dialect,Latin,Language form,Script,Layout,Document typology,Public documents,Private documents,Document typology notes,Extent of lines,Administrative keywords,Formulaic keywords,Honorific keywords,Religious keywords,Epithet >,Collective group names,Geographic names,Imperial titulature,Currency,Person >,Visual documentation
8340,2,Yes,"IG Bulg 3,2",1774 Kabyle 21,51774,,8341,p POINT(26.4822006 42.5502982),1 Certain,,No,Habitation,No,Stone,Marble,,Stele,4 Almost destroyed,1 Relief,2 Figural,,Animal,maybe Dionysos and panther,Yes,136,200,Roman,2,,No,Prose,Roman style,Irregular,Private,,Dedicatory,"2 Roman soldiers dedicated shrine and statue to the god Kendi[?], maybe Apollo Kendrisenos?",6,,1902|1934,,1883|1896|1886,4039|7955,,,No,No,8342|8343,
8344,2,Yes,"IG Bulg 3,2",1775 Kabyle 31,51775,42:652f,8341,p POINT(26.4818573 42.5487807),1 Certain,,No,Habitation,No,Stone,Marble,,Stele,4 Almost destroyed,4 N/A,,,,,Yes,,,Roman,,,No,Prose,Roman style,Irregular,Private,,Dedicatory,dedicated from the money of the dedicant,4,,1907|8345,,,,,,No,No,,
8346,2,Yes,"IG Bulg 3,2",1776 Kabyle 39,51776,,8341,p POINT(26.4810848 42.5506144),3 Region,"reused in modern village of Kabile, but originally from ancient Kabyle.",Yes,Secondary,No,Stone,Marble,,Architectural feature,5 Squeeze,1 Relief,1 Architectural / Ornamental,Altar|Floral motive,,architrave,No,,,Roman,,,No,Prose,Roman style,Irregular,Private,,Funerary,"Funerary inscription, made by doctor, maybe Greek, talking inscription",8,1837,1919|1930|7974|1921|8347,,6497|1868,,,,No,No,8349,
8350,2,Yes,"IG Bulg 3,2",1777 Kabyle 40|5635,51777,,8341,p POINT(26.4834023 42.5488439),1 Certain,,No,Habitation,No,Stone,Marble,,Architectural feature,4 Almost destroyed,1 Relief,1 Architectural / Ornamental,Other > notes,,epistyl,Yes,,,Roman,,,Yes,Prose,,Irregular,Private,,Funerary,"Roman veteran built a funerary mound to himself and his wife, possibly Roman too.",5,8531,1924|8351|1928,,,,,,No,No,8352|8354,
8376,2,Yes,"IG Bulg 3,2",1783,51783,,8371,p POINT(26.5006971 42.4864032),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,4 Almost destroyed,4 N/A,,,,,Yes,,,,,,No,Prose,,Irregular,Uncertain,,,magistrate agoranomos?,2,,,,,,,,No,No,,
8377,2,Yes,"IG Bulg 3,2",1784 Kabyle 15,51784,,8371,p POINT(26.5007401 42.4856753),3 Region,,No,N/A,No,Stone,,,Stele,8 Lost,4 N/A,,,,only transcription,No,,,Roman,,,No,Prose,Roman style,Irregular,Private,,Dedicatory,"Dedication to Asclepius, made by Thracian.",3,,1907,,1864,,,,No,No,8378,
8379,2,Yes,"IG Bulg 3,2",1785,51785,,8371,p POINT(26.4988518 42.486593),3 Region,mosque,Yes,Secondary,No,Stone,Marble,,Architectural feature,8 Lost,4 N/A,1 Architectural / Ornamental,Altar,,,No,,,,,,No,Prose,,Irregular,Uncertain,,,only invocation formula preserved,1,,1903,,,,,,No,No,,
8380,2,Yes,"IG Bulg 3,2",1786,51786,,8371,p POINT(26.499238 42.4863715),3 Region,,No,N/A,No,Stone,,,N/A,9 Undeterminable,4 N/A,,,,,No,,,,,,No,Prose,,Irregular,Private,,,"personal name of unknown origin, only preserved",1,,,,,,,,No,No,8381,
8382,2,Yes,"IG Bulg 3,2",1787,51787,,8371,p POINT(26.5002251 42.4853904),3 Region,found in a Turkish cemetery near Yambol,Yes,Secondary,No,Stone,Marble,,Architectural feature,3 Heavily damaged,1 Relief,1 Architectural / Ornamental,Base,,,Yes,,,Roman,,,No,Prose,Roman style,Irregular,Private,,Dedicatory,"Dedication of Romanized Greek (?) and his Thracian wife, dedicated statue with an inscribed base",6,,3446,6710,,,,,No,No,5168|8383,
8384,2,Yes,"IG Bulg 3,2",1788,51788,,8371,p POINT(26.4990234 42.4862449),3 Region,found in a Turkish cemetery near Yambol,Yes,Secondary,No,Stone,,,Architectural feature,3 Heavily damaged,1 Relief,1 Architectural / Ornamental,Altar,,,No,,,,,,No,Verse,,Irregular,Private,,Funerary,"funerary epigram, made by son of Apolinarios",4,,1907,,,,,,No,No,8385,
8386,2,Yes,"IG Bulg 3,2",1789,51789,,8371,p POINT(26.5003538 42.4864665),2 Vicinity,,No,N/A,No,Stone,,,N/A,9 Undeterminable,4 N/A,,,,,No,,,,,,No,Undistinguishable,,Irregular,Uncertain,,,maybe Apolinaris mentioned? Very fragmentary text.,2,,,,,,,,No,No,,
8387,2|1793,Yes,"IG Bulg 3,2",1790|5640,51790,,8371,p POINT(26.5010405 42.4858335),3 Region,,No,N/A,No,Stone,,,N/A,9 Undeterminable,4 N/A,,,,,No,,,,,,No,Undistinguishable,,Irregular,Uncertain,,,"Maybe Apollodoros mentioned, very fragmentary text,",5,,,,,,,,No,No,11401,
8388,2,Yes,"IG Bulg 3,2",1791,51791,,8371,p POINT(26.5000105 42.4853588),3 Region,found in a place where the gymnasium was built,No,N/A,No,Stone,,,Architectural feature,8 Lost,1 Relief,1 Architectural / Ornamental,Base,,,No,,,,,,No,Undistinguishable,,Irregular,Uncertain,,,"fragmetary, no available interpretation",2,,,,,,,,No,No,,
8389,2,Yes,"IG Bulg 3,2",1792,51792,,8390,p POINT(26.5100098 42.3910086),2 Vicinity,,No,N/A,No,Stone,,,Architectural feature,8 Lost,1 Relief,1 Architectural / Ornamental,Column,,,No,,,,,,No,Undistinguishable,,Irregular,Uncertain,,,very fragmentary,4,,,,,,,,No,No,,
8391,2|1793,Yes,"IG Bulg 3,2",1793|5641,51793,,8392,p POINT(26.5162754 42.281881),3 Region,"in the area of Conyu Ivanov house, transferred from Drama or Golyam Manastir maybe?",Yes,Secondary,No,Stone,Marble,,Stele,3 Heavily damaged,1 Relief,1 Architectural / Ornamental,Altar,,,Yes,,,,,,No,Prose,,Irregular,Private,,Dedicatory,Dedication of Thracian and Roman ,2,,,,,,,,No,No,8393|8395,
8410,2,Yes,"IG Bulg 3,2",1794|5642,51794,,8411,p POINT(26.3420391 42.2161229),3 Region,"reused in a church, found S of Golyam Manastir.",Yes,Secondary,No,Stone,Marble,,Architectural feature,2 Slightly damaged,1 Relief,1 Architectural / Ornamental,Altar|Column,,round altar,Yes,100,299,Roman,2|3,,No,Verse,Roman style,Irregular,Private,,Dedicatory|Funerary,"Dedication to Foibos by members of Thracian family, coming from Sapaike to Dodoparon.",8,,1934,,3555,7296,,8412|8413,No,No,8414,
8415,2,Yes,"IG Bulg 3,2",1795,51795,,8411,p POINT(26.3416529 42.2119909),2 Vicinity,"Kaleto hill, ruins near the village",No,Habitation,No,Stone,Marble,,Sculpture,3 Heavily damaged,1 Relief,2 Figural,,Other > notes,"sculpture, bust of Apollo in a toga",Yes,,,Roman,,,No,Prose,,Irregular,Private,,Dedicatory,"Bust of a man, possibly Apollo. Inscription on a bust dedicated to Apollo epekoos, by Greek, as ordered him in a dream.",4,,1907|1902,,1860,4039,,,No,No,8416,
8417,2,Yes,"IG Bulg 3,2",1796,51796,,8411,p POINT(26.3407946 42.2115777),2 Vicinity,"Kaleto hill, found in ruins near the village.",No,Habitation,No,Stone,Marble,,Stele,3 Heavily damaged,4 N/A,,,,,Yes,,,Roman,,,No,Prose,Roman style,Irregular,Private,,Dedicatory,"Dedication made by Roman and his Romanized wife, dedicated a shrine.",4,,,,1886,,,,No,No,8418|8419,
8420,2,Yes,"IG Bulg 3,2",1797,51797,,8421,p POINT(26.6415024 42.1425324),2 Vicinity,place called Klisebunar near the village.,No,N/A,No,Stone,Marble,,Stele,2 Slightly damaged,1 Relief,2 Figural,,Horse   rider,,Yes,,,Roman,,,No,Prose,,Irregular,Private,,Dedicatory,"Dedication to Heros, by a (maybe local) slave of Romanized Greek (?)",3,2170,1917,,1878,,,,No,No,8422|8423,
8424,2,Yes,"IG Bulg 3,2",1798|5643|1030,51798,,8421,p POINT(26.6428757 42.1420233),3 Region,Found in a cemetery near Malomirovo.,Yes,Secondary,No,Stone,Marble,,Stele,8 Lost,4 N/A,,,,only drawing available,No,,,Roman,,,No,Verse,Roman style,Irregular,Private,,Funerary,"Gladiatorial document, probably funerary dedication made by Telefos's partner Herais (both possibly Greek?)",5,,1934,2003,,,,,No,No,8425,
8426,2,Yes,"IG Bulg 3,2",1799|1871,51799,,8421,p POINT(26.6408157 42.141896),3 Region,"in the Malomirovo village, reused in a public building.",Yes,Secondary,No,Stone,Marble,,Architectural feature,9 Undeterminable,1 Relief,1 Architectural / Ornamental,Altar,,,No,,,,,Immitation,No,Prose,,Irregular,Private,,Funerary,Funerary epigram to Greek who had died in Thrace and is buried there. Imitation of Aeolic dialect.,9,,1903,,1878,,4347,,No,No,8427,
11609,2,Yes,"IG Bulg 3,2",1800,51800,,8421,p POINT(26.6418387 42.1427067),3 Region,Reused in a public building.,Yes,Secondary,No,Stone,,,N/A,8 Lost,4 N/A,,,,,No,,,,,,No,Undistinguishable,,Irregular,Uncertain,,,,1,,1903,,,,,,No,No,,
8428,2,Yes,"IG Bulg 3,2",1801,51801,,8429,p POINT(26.4240932 42.0747179),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,4 Almost destroyed,1 Relief,2 Figural,,Horse   rider,,Yes,,,Roman,,,No,Prose,Roman style,Irregular,Private,,Dedicatory,,1,,,,,,,,No,No,8430,
8431,2,Yes,"IG Bulg 3,2",1802,51802,,8429,p POINT(26.4216042 42.0705766),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,4 N/A,,,,,No,,,Roman,,,No,Prose,Roman style,Irregular,Private,,,,2,,1917,,,,,,No,No,8432,
8433,2,Yes,"IG Bulg 3,2",1803,51803,,8434,p POINT(26.4370966 42.0289897),3 Region,Sv. Troitsa church,Yes,Secondary,No,Stone,Marble,,Stele,2 Slightly damaged,1 Relief,2 Figural,,Standing person|Standing Zeus/Poseidon|Zeus and Hera,,Yes,,,Roman,,,No,Prose,Roman style,Irregular,Private,,Dedicatory,,3,3168,,,1901|1875,4047|8435,,,No,No,8436|8438|8439,
8440,2,Yes,"IG Bulg 3,2",1804|1781,51804,,8441,p POINT(26.6897947 42.0951105),2 Vicinity," found in the fortress 4 km NE from the village, Late Antiquity and Middle Ages, Dimitrova Popov 1978, TIR 2012",No,Habitation,No,Stone,Marble,,Stele,1 Intact,1 Relief,2 Figural,,Horse   rider,,Yes,,,Roman,,,No,Prose,Roman style,Irregular,Private,,Dedicatory,"Horse rider dedication to Apollo Staraskenos (local cult), made by Thracian for himself and his family.",3,,1909,,1860,7393,,,No,No,8442,
8443,2,Yes,"IG Bulg 3,2",1805|5644,51805,,8444,p POINT(26.8979346 42.0729781),3 Region,"found in village Kraynovo, in foundations of destructed building.",Yes,Secondary,No,Stone,Limestone,,Stele,2 Slightly damaged,1 Relief,1 Architectural / Ornamental|2 Figural,Architectural moulding|Naiskos,Standing person|Standing Zeus/Poseidon,,Yes,,,Roman,,,No,Prose,Roman style,Irregular,Private,,Dedicatory,"Dedication to Zeus Soter, made by Thracian.",5,,1917,,1901,4047,,,No,No,8445,
8446,2,Yes,"IG Bulg 3,2",1806,51806,,8447,p POINT(25.9260178 41.883365),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,2 Slightly damaged,1 Relief,2 Figural,,Sitting man|Heracles,,Yes,,,,,,No,Prose,,Irregular,Private,,Dedicatory,,6,,1903,,,,,,No,No,8448|8449|8450,
8451,2,Yes,"IG Bulg 3,2",1807,51807,,8452,p POINT(26.0181141 41.801135),2 Vicinity,Thracian rider sanctuary,No,Religious/Ritual,No,Stone,Limestone,,Architectural feature,2 Slightly damaged,1 Relief,1 Architectural / Ornamental,Column,,,Yes,,,Roman,,,No,Prose,Roman style,Irregular,Private,,Dedicatory,,12,2663,1903|4879,,1860,8453|4039,,,No,No,8454,
8455,2,Yes,"IG Bulg 3,2",1808,51808,,8452,p POINT(26.0186291 41.800943),2 Vicinity,Thracian rider sanctuary,No,Religious/Ritual,No,Stone,Marble,,Stele,1 Intact,1 Relief,2 Figural,,Horse   rider,,Yes,,,,,,No,Prose,,Irregular,Private,,Dedicatory,soldier dedication,3,3177,1917|1907,,1860,8453,,,No,No,6763,
8456,2,Yes,"IG Bulg 3,2",1809,51809,,8452,p POINT(26.0176849 41.8015189),2 Vicinity,Thracian rider sanctuary,No,Religious/Ritual,No,Stone,Marble,,Stele,1 Intact,1 Relief,2 Figural,,Horse   rider,,Yes,,,Roman,,,No,Prose,Roman style,Irregular,Private,,Dedicatory,soldier dedication,5,3177,1922,,1883|1860,8457,,,No,No,8459,
8460,2,Yes,"IG Bulg 3,2",1810,51810,,8452,p POINT(26.0187149 41.8013269),2 Vicinity,Thracian rider sanctuary,No,Religious/Ritual,No,Stone,Marble,,Stele,4 Almost destroyed,1 Relief,2 Figural,,Horse   rider,,Yes,,,Roman,,,No,Prose,,Irregular,Private,,Dedicatory,soldier dedication,2,3177,1917,,1896|1860,8461,,,No,No,8463,
8464,2,Yes,"IG Bulg 3,2",1811,51811,,8452,p POINT(26.0212898 41.8012629),2 Vicinity,Thracian rider sanctuary,No,Religious/Ritual,No,Stone,Marble,,Stele,3 Heavily damaged,1 Relief,2 Figural,,Animal|Fight/Hunt/Athletes|Horse   rider,,Yes,,,Roman,,,No,Prose,Roman style,Irregular,Private,,Dedicatory,,2,,1917,,1896,4047|8465,,,No,No,8467,
8469,2,Yes,"IG Bulg 3,2",1812,51812,,8452,p POINT(26.0200024 41.8015189),2 Vicinity,Thracian rider sanctuary,No,Religious/Ritual,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,Horse   rider,,No,,,,,,No,Prose,,Irregular,Private,,Dedicatory,,2,,1907,,,,,,No,No,8470,
8471,2,Yes,"IG Bulg 3,2",1813,51813,,8452,p POINT(26.0192299 41.8013909),2 Vicinity,Thracian rider sanctuary,No,Religious/Ritual,No,Stone,Marble,,Stele,3 Heavily damaged,4 N/A,,,,,Yes,,,Roman,,,No,Prose,Roman style,Irregular,Private,,Dedicatory,,8,,1903|1917|1907,,1860,8472,,,No,No,8473,
8474,2,Yes,"IG Bulg 3,2",1814,51814,,8452,p POINT(26.0200882 41.8015189),2 Vicinity,Thracian rider sanctuary,No,Religious/Ritual,No,Stone,Marble,,Stele,4 Almost destroyed,1 Relief,2 Figural,,Horse   rider,,Yes,,,Roman,,,No,Prose,Roman style,Irregular,Private,,Dedicatory,,2,,,,1860,8457,,,No,No,8476,
8477,2,Yes,"IG Bulg 3,2",1815,51815,,8452,p POINT(26.0214615 41.801071),2 Vicinity,Thracian rider sanctuary,No,Religious/Ritual,No,Stone,Marble,,Stele,4 Almost destroyed,1 Relief,2 Figural,,Horse   rider,,Yes,,,,,,No,Prose,,Irregular,Private,,Dedicatory,,2,,2351,,1896|1860,,,,No,No,8479,
8480,2,Yes,"IG Bulg 3,2",1816,51816,,8452,p POINT(26.0219765 41.8014549),2 Vicinity,Thracian rider sanctuary,No,Religious/Ritual,No,Stone,Marble,,Stele,1 Intact,1 Relief,2 Figural,,Horse   rider,,Yes,,,,,,No,Prose,,Irregular,Private,,Dedicatory,,3,,1907,,,8481,,,No,No,8482,
8483,2,Yes,"IG Bulg 3,2",1817,51817,,8452,p POINT(26.0206032 41.8015189),2 Vicinity,Thracian rider sanctuary,No,Religious/Ritual,No,Stone,Marble,,Stele,3 Heavily damaged,1 Relief,2 Figural,,Horse   rider,,Yes,,,,,,No,Prose,,Irregular,Private,,Dedicatory,,1,,1917,,,,,,No,No,8484,
8485,2,Yes,"IG Bulg 3,2",1818,51818,,8452,p POINT(26.0206032 41.8012629),2 Vicinity,Thracian rider sanctuary,No,Religious/Ritual,No,Stone,Marble,,Stele,3 Heavily damaged,1 Relief,2 Figural,,Horse   rider,,Yes,,,Roman,,,No,Prose,Roman style,Irregular,Private,,Dedicatory,,2,,1917|1907,,,,,,No,No,8486,
8487,2,Yes,"IG Bulg 3,2",1819,51819,,8452,p POINT(26.020689 41.8013269),2 Vicinity,Thracian rider sanctuary,No,Religious/Ritual,No,Stone,Marble,,Stele,4 Almost destroyed,1 Relief,2 Figural,,Horse   rider,,Yes,,,Roman,,,No,Prose,,Irregular,Private,,Dedicatory,,8,,1907,,,,,,No,No,8490,
8491,2,Yes,"IG Bulg 3,2",1820,51820,,8452,p POINT(26.0205173 41.8012629),2 Vicinity,Thracian rider sanctuary,No,Religious/Ritual,No,Stone,Marble,,Stele,2 Slightly damaged,1 Relief,2 Figural,,Horse   rider,,Yes,,,,,,No,Prose,,Irregular,Private,,Dedicatory,,2,,1907|2351|1917,,,,,,No,No,8493,
8494,2,Yes,"IG Bulg 3,2",1821,51821,,8452,p POINT(26.0218048 41.8013269),2 Vicinity,Thracian rider sanctuary,No,Religious/Ritual,No,Stone,Marble,,Stele,4 Almost destroyed,1 Relief,2 Figural,,Standing person,,Yes,,,,,,No,Prose,,Irregular,Private,,Dedicatory,,2,,1907,,,,,,No,No,8495,
8496,2,Yes,"IG Bulg 3,2",1822,51822,,8452,p POINT(26.0210323 41.801135),2 Vicinity,Thracian rider sanctuary,No,Religious/Ritual,No,Stone,Limestone,,Stele,9 Undeterminable,1 Relief,1 Architectural / Ornamental,Column,,,No,,,,,,No,Prose,,Irregular,Private,,Dedicatory,,3,,1917|1907,,,,,,No,No,,
8497,2,Yes,"IG Bulg 3,2",1823,51823,,8452,p POINT(26.0192299 41.8014549),2 Vicinity,Thracian rider sanctuary,No,Religious/Ritual,No,Stone,Marble,,Stele,4 Almost destroyed,1 Relief,,,,,Yes,,,Roman,,,No,Prose,Roman style,Irregular,Private,,Dedicatory,,1,,1907,,,,,,No,No,,
8498,2,Yes,"IG Bulg 3,2",1824,51824,,8499,p POINT(26.1973286 41.7772006),2 Vicinity,NW of modern Svilengrad,No,N/A,No,Stone,Marble,,Stele,4 Almost destroyed,1 Relief,2 Figural,,Horse   rider,,Yes,,,,,,No,Prose,,Irregular,Private,,,soldier dedication,1,3177,,,,,,,No,No,,
8500,2,Yes,"IG Bulg 3,2",1825,51825,,8499,p POINT(26.1944962 41.7786728),2 Vicinity,1 km NW of Svilengrad,No,N/A,No,Stone,Marble,,Stele,4 Almost destroyed,1 Relief,2 Figural,,Horse   rider,,Yes,,,Roman,,,No,Prose,,Irregular,Private,,,,1,,,,,,,,No,No,8502,
8503,2,Yes,"IG Bulg 3,2",1826,51826,,8499,p POINT(26.1954403 41.7754724),2 Vicinity,,No,N/A,No,Stone,,,N/A,8 Lost,4 N/A,,,,,No,,,,,,No,Undistinguishable,,Irregular,Uncertain,,,,1,,,,,,,,No,No,,
8504,2,Yes,"IG Bulg 3,2",1827,51827,,8505,p POINT(26.3079643 41.7572272),2 Vicinity,"3-4 km NW of Kapitan Andreevo,between Tsiganska and Lefchenska rivers",No,N/A,No,Stone,Marble,,Architectural feature,7 Drawing,4 N/A,1 Architectural / Ornamental,Column,,,No,222,231,Roman,3,,No,Prose,Roman style,Irregular,Public,Other > notes,,milestone,16,1846,1903,,,,8506,,Yes,No,4240|4893|7712,
8507,2,Yes,"IG Bulg 3,2",1828,51828,,8508,p POINT(26.0572958 41.5987884),2 Vicinity,place Tri chuky with three mounds,No,Funerary,Yes,Stone,Marble,,Stele,1 Intact,1 Relief,2 Figural|1 Architectural / Ornamental,Architectural moulding,Horse   rider,,Yes,,,,,,No,Prose,,Irregular,Private,,Funerary,,5,,1903|1907|1919|1930,,,,,,No,No,8509|8510,
8511,2,Yes,"IG Bulg 3,2",1829,51829,,8512,p POINT(26.1227417 41.5265718),3 Region,church S. Paraskeues,Yes,Secondary,No,Stone,Marble,,Stele,3 Heavily damaged,1 Relief,2 Figural,,Heracles,,Yes,,,Roman,,,No,Prose,Roman style,Irregular,Private,,Dedicatory,,5,,1917|1907,,1883|1876,,,,No,No,8514,
8515,2,Yes,"IG Bulg 3,2",1830,51830,,8512,p POINT(26.1189651 41.5270858),3 Region,,Yes,Secondary,No,Stone,Marble,,Architectural feature,4 Almost destroyed,1 Relief,1 Architectural / Ornamental,Altar,,,Yes,,,Roman,,,No,Prose,Roman style,Irregular,Private,,Dedicatory,,4,3168,1903|1917|1907,,,,,,No,No,,
8516,2,Yes,"IG Bulg 3,2",1831,51831,,8517,p POINT(26.1515808 41.457137),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,1 Intact,1 Relief,1 Architectural / Ornamental|2 Figural,Architectural moulding,Standing person|Group of people|Asclepius,"Asclepius, Hygieia and Telesphoros, and snake in the middle",Yes,,,Roman,,,No,Prose,,Irregular,Private,,Dedicatory,,5,,1917|1907,,1864,4047,,,No,No,8518|8519,
8520,2,Yes,"IG Bulg 3,2",1832,51832,,8521,p POINT(26.0175133 41.4546282),2 Vicinity,,No,N/A,No,Stone,Marble,,Architectural feature,9 Undeterminable,4 N/A,,Base,,,No,,,,,,No,Prose,,Irregular,Private,,Dedicatory,,10,,1903|1917|1907,,1860|1896,4039|8522|8523,,,No,No,,
8524,2,Yes,"IG Bulg 3,2",1833,51833,,8525,p POINT(25.9844685 41.4916708),2 Vicinity,"1,5 km SW of Kobilino",No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,4 N/A,,,,,No,,,Roman,,,No,Prose,Roman style,Irregular,Private,,Dedicatory,,3,,1903|1917|1907,,1883|1876,,,,No,No,8527,
8528,2,Yes,"IG Bulg 3,2",1834|5645,51834,,8529,p POINT(25.9586334 41.5096057),3 Region,,No,N/A,No,Stone,,,Stele,9 Undeterminable,4 N/A,,,,,No,,,Roman,,,No,Prose,,Irregular,Private,,Dedicatory,,9,8531,1907,,1896,8530,,,No,No,8532|8533,
8538,2,Yes,"IG Bulg 3,2",1835,51835,,8535,p POINT(26.707592 42.6369896),2 Vicinity,,No,N/A,No,Stone,Limestone,,Architectural feature,3 Heavily damaged,1 Relief,1 Architectural / Ornamental,Column,,,Yes,211,305,Roman,3|4,,No,Prose,Roman style,Irregular,Private,,Dedicatory,soldier,13,,1907|1909,,,,,,No,No,8536,
8539,2,Yes,"IG Bulg 3,2",1836|1837,51836,,8535,p POINT(26.7096519 42.6387576),3 Region,,No,N/A,No,Stone,Marble,,Architectural feature,4 Almost destroyed,4 N/A,,,,,Yes,,,,,,No,Prose,,Irregular,Uncertain,,,,1,,,,,,,,No,No,,
8540,2,Yes,"IG Bulg 3,2",1838|5646,51838,,8541,p POINT(26.9803527 42.6511052),3 Region,,No,N/A,No,Stone,Marble,,Stele,2 Slightly damaged,1 Relief,2 Figural,,Horse   rider,,Yes,,,Roman,,,No,Prose,Roman style,Irregular,Private,,Dedicatory,,4,3177,1907,,1896,4039|6974,,,No,No,7597,
8542,2,Yes,"IG Bulg 3,2",1839,51839,,8543,p POINT(27.0807838 42.6094535),3 Region,,No,N/A,No,Stone,Limestone,,Architectural feature,9 Undeterminable,1 Relief,1 Architectural / Ornamental,Column,,,No,,,,,,No,Prose,,Irregular,Private,,Dedicatory,,2,,,,1901,4051,,,No,No,,
8689,2,Yes,"IG Bulg 3,2",1841,51841,,8690,p POINT(27.2454071 42.7036321),3 Region,house of Hristo Varbanov,Yes,Secondary,No,Stone,Marble,,Stele,3 Heavily damaged,4 N/A,,,,,Yes,,,Roman,,,No,Prose,Roman style,Irregular,Private,,Dedicatory,,8,1844|1821,1907|1913,,,,1791,,No,No,8693|8694|8695,
8696,2,Yes,"IG Bulg 3,2",1842,51842,,8690,p POINT(27.2660065 42.7036321),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,1 Intact,1 Relief,1 Architectural / Ornamental,Altar,,,Yes,,,,,,No,Prose,,Irregular,Private,,Dedicatory,,4,,1903|1922,,1896|1864|3129,,,,No,No,8697,
8698,2,Yes,"IG Bulg 3,2",1843,51843,,8699,p POINT(26.9187355 42.4741228),2 Vicinity,found in a filed near the village.,No,N/A,No,Stone,,,N/A,9 Undeterminable,4 N/A,,,,,No,,,Roman,,,No,Prose,,Irregular,Private,,Dedicatory,Dedication made by Roman on behalf of himself and his family.,2,,,,,,,,No,No,8700,
8701,2,Yes,"IG Bulg 3,2",1844,51844,,8702,p POINT(26.9269753 42.41636),3 Region,"In the village Ourougli, 35 km S of Yambol (non existing village under such name). Probably Dorukli village, now Pravdino, 35 km SE from Yambol.",No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,4 N/A,,,,,No,,,,,,No,Prose,,Irregular,Private,,Dedicatory,"Dedication to Nymphs from Bourdapa (village Ognyanovo, Pazadrzhik region), by local magistrate (bouleutes).",6,2663,1917,,,10313,,,No,No,,
8704,2|2,Yes,"IG Bulg 3,2",1845,51845,,8705,p POINT(26.9273186 42.3845424),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,1 Intact,1 Relief,1 Architectural / Ornamental|2 Figural,Architectural moulding,Horse   rider,,Yes,100,299,Roman,2|3,,No,Prose,Roman style,Irregular,Private,,Dedicatory,"Dedication to Apollonos Genikos (Ancestral), by a Roman soldier. Approximate date LGPN",5,3177,,,1860,8318,,,No,No,8707,
8708,2,Yes,"IG Bulg 3,2",1846,51846,,8705,p POINT(26.9292068 42.3860639),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,1 Intact,1 Relief,1 Architectural / Ornamental|2 Figural,Architectural moulding,Standing person|Horse   rider|Group of people,,Yes,,,Roman,,,No,Prose,Roman style,Irregular,Private,,Funerary,"Funerary inscription made by 3 son to their parents, all bearing Thracian names. Father lived 70 years and mother 55.",9,,1933|3446,,6497,,,,No,No,8709|8710|8711|8713|8714,
8715,2,Yes,"IG Bulg 3,2",1846 bis,51846.2,,8716,p POINT(26.8210602 42.3566412),2 Vicinity,"TIR 2012, 4 km S of the village, Monastery sv. Bogoroditsa, near the village, high concentration of frs of pottery, 2-4th c. Ad, coins from Caracalla to Gordian III, ",No,Habitation,No,Stone,,,Stele,9 Undeterminable,4 N/A,,,,,No,,,,,,No,Prose,,Irregular,Private,,Dedicatory,Fragmentary.,5,,1907,,,,,,No,No,,
8717,2,Yes,"IG Bulg 3,2",1847,51847,,8718,p POINT(26.6524887 42.2975639),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,4 Almost destroyed,4 N/A,,,,,Yes,,,Roman,,,No,Prose,Roman style,Irregular,Private,,Dedicatory,"Dedication of bomos by a priest (from a family traditionally holding priest's office), mixture of Thracian/Greek onomastics. Possible Greek origin of father. Paid for from own resources of a priest.",8,,1917,,1868|1880,,,,No,No,8719,
8720,2,Yes,"IG Bulg 3,2",1848,51848,,8721,p POINT(26.7991734 42.244976),1 Certain,"At the spring, called Pisan Kamak, 2 km S of the Kamen Vrah village.",No,N/A,No,Stone,Marble,,Stele,3 Heavily damaged,1 Relief,2 Figural,,Three Nymphs,,Yes,,,Roman,,,No,Prose,Roman style,Irregular,Private,,Dedicatory,"Dedication to Nymphs, proximity of source of water (spring).",6,,,,6800|3098,,,,No,No,,
8722,2,Yes,"IG Bulg 3,2",1848 bis,51848.2,,8723,p POINT(26.7764282 42.2010556),3 Region,Reused in the church in the village.,Yes,Secondary,No,Stone,Marble,,Stele,4 Almost destroyed,1 Relief,1 Architectural / Ornamental,Architectural moulding,,,Yes,,,Roman,,,No,Prose,Roman style,Irregular,Private,,Funerary,"Dedication to mother, made by her child.",4,,,,,,,,No,No,,
